Uniq Id,Product Name,Brand Name,Category,Product Description,Selling Price,Product Specification,Technical Details,Shipping Weight,Image,Product Url,Is Amazon Seller,Product Description
A24,kitchen utensil,cera ,kitchen products,,$237.69,Shipping Information: View shipping rates and policies|ASIN: B07QFG72PC|    #30    in Kids' Bicycles    |    #34    in Kids' Balance Bikes,,,https://images-na.ssl-images-amazon.com/images/I/41bejMzMMgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Q4WjgBiuL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mF8EfCcdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31sgrPSX7yL.jpg|https://images-na.ssl-images-amazon.com/images/I/51dodtvTrjL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lLlFdRmwL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Huffy-Boys-Thunder-16-Inch-Wheels/dp/B001JEPXUS,Y,Best gaming experience
A25,home decor,candid crafts,Home decoration items,,$99.96,ProductDimensions:7x4x3inches|ItemWeight:2.2pounds|ShippingWeight:1.23pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B003SUW37W|Itemmodelnumber:RC-611|Manufacturerrecommendedage:6-13years|Batteries:6AAbatteriesrequired.,"Product Description Sonic is a video game legend and features some of the most recognizable characters in gaming history! Sonic is the world’s fastest Hedgehog. Capable of running at the speed of sound (768mph)! “Super Sonic” transformation is indestructible! He drives the Speed Star built by Tails! From the Manufacturer Sonic is the world's fastest hedgehog, capable of running at the speed of sound (768 mph). His other abilities include a ""Spin Attack"", a ""Spin Dash"" and his ""Super Sonic"" transformation which makes him indestructible and gives him the gift of run flight. Sonic is not an expert swimmer, but is fearless even of Dr. Eggman. Alongside his best friend tails, Sonic runs around the world stopping Dr. Eggman's schemes. He drives the speed star a car built by his friend tails it helps to make a fair race as no one can beat sonic on foot. | 1.23 pounds (View shipping rates and policies)",1.23 pounds,https://images-na.ssl-images-amazon.com/images/I/51M1sShThFL.jpg|https://images-na.ssl-images-amazon.com/images/I/410BRNy1DyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qE7aAEXPL.jpg|https://images-na.ssl-images-amazon.com/images/I/31dPZVJqwRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/NKOK-Sonic-Racing-Remote-Controlled/dp/B003SUW37W,Y,Best gaming experience
A26,Mobile Phone,Apple,Electronic device,cutting-edge technology,$34.100,ProductDimensions:2x0.6x2inches|ItemWeight:1.37pounds|ShippingWeight:1.37pounds(Viewshippingratesandpolicies)|Manufacturer:IndustroIntl|ASIN:B07M9BPMTK|Itemmodelnumber:193,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default 300 AIS high quality 1-3/4"" Stainless-Steel Clamp. The clamp fits 3/4"" to 1-3/4"" Dia hoses and is constructed from durable stainless-steel. The bands have punched rectangular perforations that help hold strong and connect easily. Maximum hose size compatibility: 1. 75"", Minimum hose size compatibility: 0. 75"", Maintenance, Repair & Supplies Product Type: Repair Clamps. Repair Clamps Type: For Hoses. | 1.37 pounds (View shipping rates and policies)",1.37 pounds,https://images-na.ssl-images-amazon.com/images/I/41y%2BKv5LLzL.jpg|https://images-na.ssl-images-amazon.com/images/I/319j8eJEtNL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Industro-Stainless-Steel-Hose-Clamps/dp/B07M9BPMTK,Y,Smart technology home appliences
A27,Jacket,Puma,Clothing,high quality material,$28.92,,"Go to Your Orders to start the return Print the return shipping label Ship it! | Go to Your Orders to start the return Print the return shipping label Ship it! | This personalized growth chart is perfect for the gal who likes clean, crisp color palettes. It will remain a lovely accent as your decor changes and your little one grows. One day, your height chart can be a treasured keepsake full of fond memories.",13.6 ounces,https://images-na.ssl-images-amazon.com/images/I/31B3hyqqWAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SjEJ1%2B-6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51HESzXLyqL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BTcyn0oKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51r8Uk%2Bf1tL.jpg|https://images-na.ssl-images-amazon.com/images/I/511NoA3bRQL.jpg|https://images-na.ssl-images-amazon.com/images/I/3168ZmkMkZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Oopsy-Daisy-Birchwood-Growth-Chart/dp/B00LA48EP8,Y,
A28,shoes,Puma,,,$17.50,ProductDimensions:20.5x0x26.8inches|ItemWeight:1.5pounds|ShippingWeight:1.61pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B071GRMV63|Itemmodelnumber:34-70549|Manufacturerrecommendedage:36months-15years,"Size:400 Piece Puzzle Springbok Christmas Wishes 400 Piece Jigsaw Puzzle Snuggle up next to the fire with ""Christmas Wishes."" This 400 piece jigsaw puzzle is an adorable illustration of a puppy deep in dreamland waiting for Santa to bring him a gift. Springbok has been a leading name in the puzzle world since 1963. We have focused on the qualities that give Springbok its reputation: originality, innovation and superior quality. As one of the few puzzle manufacturers that makes puzzles exclusively in the U.S.A., we take pride in the superior quality of our puzzles. The quality of our dies and above average thickness of our chipboards ensures the interlocking pieces will come together flawlessly multiple times. As one of the only puzzle manufacturers to own patented puzzle dies, our products are always original. Whether it's our 400 piece Family Puzzles, or one of our stunning landscapes, no two puzzles, or pieces, are alike. Producing only 25 new puzzles a year is one of the ways we guarantee that our new puzzles do not fall short of the exacting Springbok standards. Materials: Recycled Chip Board & Organic Soy Based Ink Lithography. 400 Piece Jigsaw Puzzle - Featuring a finished size of 26.75 inches by 20.5 inches with a precision cut that ensures a tight, interlocking heirloom-quality puzzle Made in USA - Manufactured in Kansas City, Missouri; Springbok Puzzles have been American made since 1963 Nature-Friendly - Springbok Puzzles are manufactured with sustainably sourced organic, non-toxic soy-based inks & utilizes 100% recycled puzzle board materials Unique Cut Pieces - Each puzzle piece is unique and never repeated; Springbok Puzzle pieces are made from thick cut 75 point board, 18% thicker than the industry average Easy No Hassle Puzzle Warranty - All Springbok Puzzle products are covered with our satisfaction guarantee on materials and craftsmanship | 1.61 pounds (View shipping rates and policies)",1.61 pounds,https://images-na.ssl-images-amazon.com/images/I/518B%2BLjZbOL.jpg|https://images-na.ssl-images-amazon.com/images/I/514kzTP1M%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kGTNu1CmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UDOwMmdOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CdU8KL%2BxL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TlzvJ4HHL.jpg|https://images-na.ssl-images-amazon.com/images/I/61dQuCGTN1L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Springbok-Puzzles-Christmas-Wishes-Interlocking/dp/B071GRMV63,Y,Best gaming experience
A29,lab equipment,Labware,,,$29.13,"Product Dimensions:         0.4 x 4.2 x 6.2 inches    |Shipping Weight: 0.8 ounces (View shipping rates and policies)|Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.|International Shipping: This item can be shipped to select countries outside of the U.S.  Learn More|ASIN: B009Z2WXA4|Item model number: 11392S11|    #810    in Team Sports",Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Franklin Sports Eye Black Stickers are non-toxic and reduce the glare from the sun and the lights at night. These Eye Black Stickers include a special pencil to help customize your look. Made from non-toxic material.,0.8 ounces,https://images-na.ssl-images-amazon.com/images/I/51CiVVrsClL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qxTDiJDaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-DoCmbB1L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Franklin-Sports-Eye-Black-Stickers/dp/B009Z2WXA4,Y,Adidas products offer best performance
A30,cleaning robot,iRobot,Home & Kitchen ,Best robotic experience,$97.69,ProductDimensions:12x1x7inches|ItemWeight:3.2ounces|ShippingWeight:3.36ounces(Viewshippingratesandpolicies)|ASIN:B07GG8DFWD|Itemmodelnumber:SG3301|Manufacturerrecommendedage:3months-8years,"Color:Orange/Red Scare everyone in town with these IT Clown Sun-Staches! Sun-Staches provide 100% UV 400 protection and ultimate party fun. These one-size-fits-most sunglasses transform you into the star of the show; whether it’s a themed party, pop culture costume, or your favorite character. As seen on Shark Tank, these sunglasses are comfortable and perfect for adults and children of all ages! Sun-Staches can instantly transform anyone into the life of the party or the most interesting person at the supermarket. For the adults, it's the perfect way to bring out your inner kid-at-heart personality. For kids, it's a way to show off a favorite character or just have fun! Would you rather play a game of ultimate Frisbee with some boring guy without glasses or your neighbor who just happens to be wearing a leprechaun mask and having the time of their life? Our thoughts exactly. | 3.36 ounces (View shipping rates and policies)",3.36 ounces,https://images-na.ssl-images-amazon.com/images/I/41UH2QoXb2L.jpg|https://images-na.ssl-images-amazon.com/images/I/41uc1vqLzYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LEOE0f8ZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51EolpdzngL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Costume-Sunglasses-Clown-Sun-Staches-Favors/dp/B07GG8DFWD,Y,Best gaming experience
A31,Industrial tools,Bosch,Industrial Product,lasting Quality,$12.100,"PackageDimensions:16.9x11.5x6.7inches|ItemWeight:4.23pounds|ShippingWeight:4.23pounds(Viewshippingratesandpolicies)|Manufacturer:JayFrancoandSons,Inc.|ASIN:B07V5JT7XP|Itemmodelnumber:JF40350EPCD","show up to 2 reviews by default Let it go! Go on a magical adventure this Disney Frozen 2 Forest Spirit twin/full comforter and sham set. Sure to keep you warm, this reversible comforter is stuffed with polyester fill for loft and cozy comfort. Quilt stitching holds fill in place and adds decorative flair. Durable polyester fill is soft, comfy and warm and holds its shape after multiple washings. Reversible design allows you to instantly change the look by simply flipping the comforter over. Twin/full comforter features your child's favorite Disney sisters, Elsa and Anna. Twin/full comforter measures 72"" x 86"" inches and sham measures 24"" x 30"" inches. This is just the comforter and sham only, additional bedding coordinates and sold separately. Easy care, machine washable. | 4.23 pounds (View shipping rates and policies)",4.23 pounds,https://images-na.ssl-images-amazon.com/images/I/41uqfIm8fZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41M%2ByCtzg1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41CMvKDE-xL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DpcukS7pL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Jay-Franco-Disney-Frozen-Comforter/dp/B07V5JT7XP,Y,Smart technology home appliences
A32,furnitures,IKEA,Home Furniture,best interior furnitures,$18.17,ProductDimensions:2x2x6inches|ItemWeight:1.45pounds|ShippingWeight:1.45pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B07BK72H55|Itemmodelnumber:BAN27626|Manufacturerrecommendedage:13yearsandup,"show up to 2 reviews by default Donning a completely new sculpt, the Captain America (Avengers: infinity war Ver.) is joining the s.H.Figuarts series! battle damage detailing to his costume have been carefully replicated and a digitally colored head is included. Set includes interchangeable hand parts (2 left & 2 right), a new accessory, and explosion effects. | 1.45 pounds (View shipping rates and policies)",1.45 pounds,https://images-na.ssl-images-amazon.com/images/I/41pkph02FPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51QDRpf6OzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UiFERSc4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51nO%2BfhbOaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41grtb6UbSL.jpg|https://images-na.ssl-images-amazon.com/images/I/510%2B8amlrnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51NG1Fb-vOL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Tamashii-Nations-Figuarts-Explosion-Avengers/dp/B07BK72H55,N,Best gaming experience
A33,Mobile Phone,Apple,Electronic device,cutting-edge technology,$84.62,"ProductDimensions:13x10x2inches|ItemWeight:8ounces|ShippingWeight:12.8ounces(Viewshippingratesandpolicies)|DomesticShipping:Currently,itemcanbeshippedonlywithintheU.S.andtoAPO/FPOaddresses.ForAPO/FPOshipments,pleasecheckwiththemanufacturerregardingwarrantyandsupportissues.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00GD3F3QE|Itemmodelnumber:69924|Manufacturerrecommendedage:5-7years","Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Size:Medium  |  Color:One Color  |  Product Packaging:Standard Packaging show up to 2 reviews by default Relive one of the most important battles in American history in this Union Officer child costume! For more than 30 years, Forum Novelties has been a leader in the costume industry, as well as the joke, trick, magic and novelty gift item business. Forum offers over 8,000 items to choose from, ranging from baby costumes, to adult and plus-size costumes, to pet costumes. Look to Forum Novelties for all of your Halloween, luau, Christmas, Mardi Gras and St. Patrick's day supplies. From funny to frightening, Forum has it all! | 12.8 ounces (View shipping rates and policies)",12.8 ounces,https://images-na.ssl-images-amazon.com/images/I/314rdsW5WLL.jpg|https://images-na.ssl-images-amazon.com/images/I/413N%2BekN88L.jpg|https://images-na.ssl-images-amazon.com/images/I/51fUN4SzEkL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Forum-Novelties-Officer-Childs-Costume/dp/B00GD3F3QE,Y,Nike Accessories
A34,Laptop,Samsung,,,$33.93,Product Dimensions:         2.3 x 6.8 x 7 inches    |Shipping Weight: 2 pounds (View shipping rates and policies)|ASIN: B01024488I|Item model number: 14506|    #28864    in Play Vehicles,show up to 2 reviews by default Weiler features an assortment of Nylox tools featuring traditional cup brush construction for deburring and finishing use in lighter duty applications. These brushing tools can be used on dedicated machines in automated processes or on low speed/high torque handheld tools for manual applications.,2 pounds,https://images-na.ssl-images-amazon.com/images/I/41l73fvCvTL.jpg,https://www.amazon.com/Weiler-14506-Nylox-Brush-Crimped/dp/B01024488I,Y,Best gaming experience
A35,Jacket,Puma,Clothing,high quality material,$14.100,ProductDimensions:2x0.8x3.5inches|ItemWeight:1.12ounces|ShippingWeight:1.12ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B074JR44HN|Itemmodelnumber:85441|Manufacturerrecommendedage:4yearsandup,Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default A shiny Pewter key ring with a 3D element of a rotating golf ball made of a PVC material. This makes a great accessory for your sports bag. | 1.12 ounces (View shipping rates and policies),1.12 ounces,https://images-na.ssl-images-amazon.com/images/I/31iK4bdZltL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qmYRIHDhL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Disney-Mickey-Spinner-Pewter-Accessory/dp/B074JR44HN,Y,Best gaming experience
A36,Mobile Phone,Apple,Electronic device,cutting-edge technology,$4.100,"ProductDimensions:29x0x24inches|ItemWeight:1.44ounces|ShippingWeight:1.6ounces(Viewshippingratesandpolicies)|Manufacturer:AnagramInternational|ASIN:B00XH4Z6SC|Itemmodelnumber:3085101|DatefirstlistedonAmazon:May11,2015",Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default Cheer on any team with this megaphone! Add solid round or star foils or printed latex balloons for an extra special bouquet. Top quality foil will float for one week with helium. Self-sealing valve seals itself during inflation. | 1.6 ounces (View shipping rates and policies),1.6 ounces,https://images-na.ssl-images-amazon.com/images/I/51DcBG52cRL.jpg|https://images-na.ssl-images-amazon.com/images/I/31WA1JiOhML.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Anagram-International-3085101-Megaphone-Balloon/dp/B00XH4Z6SC,Y,Best gaming experience
A37,Laptop,Samsung,,,$34.40,ProductDimensions:96x7x0.1inches|ItemWeight:4.8ounces|ShippingWeight:4.8ounces(Viewshippingratesandpolicies)|Department:PARTYSUPPLIES|Manufacturer:CreativeConverting|ASIN:B001GQHUIW|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|Itemmodelnumber:295955,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Package Quantity:1 From the Manufacturer Construct the best birthday ever with our new Under Construction collection. With a big excavator, giant dumptruck and fantastic front loader, this collection featuring big building equipment and machinery will bring out the best in your party crew! This ensemble has matching dinner and dessert plates, lunch and beverage napkins, cups, invitations, thank you notes and plastic table covers. Guests will ""dig"" it when you add to your party decor with coordinating favor bags, centerpieces, decorative banners, paper tissue fans, garlands, hanging decorations, cupcake wrappers and toothpicks, paper lanterns and party decorations from Creative Converting. Committed to service, quality, design and innovation, Creative Converting can more than accommodate all your party and event needs! | 4.8 ounces (View shipping rates and policies)",4.8 ounces,https://images-na.ssl-images-amazon.com/images/I/31kDRZp3aYL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Birthday-Jointed-Letter-Banner-Construction/dp/B001GQHUIW,Y,Best gaming experience
A38,Jacket,Puma,Clothing,high quality material,$12.89,ProductDimensions:2.2x2.2x4.2inches|ItemWeight:1.3pounds|ShippingWeight:1.3pounds(Viewshippingratesandpolicies)|ASIN:B07PMTQCCY|Itemmodelnumber:564065|Manufacturerrecommendedage:5-8years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Style:Standard Make magical sparkly slime with Poopsie Unicorn crush! Unwrap the golden Unicorn horn to find a colorful, crushable horn underneath. Dip the horn in water for 10 seconds, then crush for an amazing glitter explosion! Tip: make sure to crush over a dry bowl, do not crush in water. Find the Pre-Made slime and mix in the glitter and sand for incredible glittery slime! Store and display your sparkly slime in the golden Unicorn horn. There are so many colors of glitter and slime, 35+ to collect! | 1.3 pounds (View shipping rates and policies)",1.3 pounds,https://images-na.ssl-images-amazon.com/images/I/514Kr37-10L.jpg|https://images-na.ssl-images-amazon.com/images/I/41hFdVG9lqL.jpg|https://images-na.ssl-images-amazon.com/images/I/41RXEIDXcNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41auN92JFqL.jpg|https://images-na.ssl-images-amazon.com/images/I/4171knV21cL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Il7hHzd6L.jpg|https://images-na.ssl-images-amazon.com/images/I/B18UMISIHxS.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Poopsie-Unicorn-Glitter-Surprise-2-Pack/dp/B07PMTQCCY,Y,Best gaming experience
A39,Jewllery,Dezire,Jewllery and Accessories,,$117.27,ProductDimensions:10x1x9inches|ItemWeight:1.6ounces|ShippingWeight:13.6ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:1338106376|Itemmodelnumber:9781338106374|Manufacturerrecommendedage:8-15years,"show up to 2 reviews by default Discover dozens of ways to make this journal come to life! Use the included pink puffy paste to pipe frosting-like designs all over the front cover and decorate it with 3D charms, squishy stickers, and rhinestones. Inside the journal, record the big ideas, silly thoughts, and amazing adventures of your life. Guided activities include fun personality quizzes, writing and doodling prompts, fill-in-the-blank word clouds, and free spaces to jot down whatever's on your mind. | 13.6 ounces (View shipping rates and policies)",13.6 ounces,https://images-na.ssl-images-amazon.com/images/I/61t-EZ%2B7P5L.jpg|https://images-na.ssl-images-amazon.com/images/I/51G2OyqOBuL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yVY1OP2eL.jpg|https://images-na.ssl-images-amazon.com/images/I/51rIzTHrMrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KSbJMApxL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Klutz-Decorate-This-Journal-Toy/dp/1338106376,Y,Best gaming experience
A40,Gaming kit,Lego,Sports and Games,Best gaming experience,$9.40,ProductDimensions:8.2x5.8x0.2inches|ItemWeight:5.6ounces|ShippingWeight:5.6ounces(Viewshippingratesandpolicies)|ASIN:9527238269|Itemmodelnumber:LFP0059|Manufacturerrecommendedage:14yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default Looking to instill a little fear in your Game? Then look no further!  nothing brings the thrill – and terror – of discovery to a Game like new monsters. Faced with the unknown, mighty-thewed heroes tremble in their hauberks, Wizen wizards fumble with their spell books, and even the most audacious of rogues hesitate before plunging into battle.  Nevermore worry that your players have memorized every monster's Stat, power and weakness. Nevermore resort to tired fantasy clichés, and worn out monsters fought a thousand times before. The random esoteric creature generator ensures that each Monster your PCs cross is unique, unexpected, and best of all – Unknown. With an unlimited number of horrific combinations, This is the last monster book you will ever need.  Bring terror back to the table with the random esoteric creature generator!  made in Finland. | 5.6 ounces (View shipping rates and policies)",5.6 ounces,https://images-na.ssl-images-amazon.com/images/I/51oatsxdgAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Esoteric-Creature-Generator-Classic-Simulacra/dp/9527238269,Y,Best gaming experience
A41,Baby powder,Johnson & Johnson,Baby Product,safe and hygiene,$17.86,,,,https://images-na.ssl-images-amazon.com/images/I/31kzNqRrchL.jpg|https://images-na.ssl-images-amazon.com/images/I/31plgceYnLL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Bachmann-Trains-Great-Northern-Gondola/dp/B0013K2WV6,Y,Best gaming experience
A42,Laptop,Samsung,,,$27.51,ProductDimensions:60x48x0.1inches|ItemWeight:1.63pounds|ShippingWeight:1.64pounds(Viewshippingratesandpolicies)|Manufacturer:TheNorthwestCompany|ASIN:B07DR4ZNLF|Itemmodelnumber:1AWL/05100/0005/RET,"Color:The Hatter's Mad Dream about adventures while warm with this Disney's Alice in Wonderland ""hatter's mad"" woven tapestry throw by the northwest company. | 1.64 pounds (View shipping rates and policies)",1.64 pounds,https://images-na.ssl-images-amazon.com/images/I/61cQuMg%2BzRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Disneys-Wonderland-Hatters-Tapestry-Blanket/dp/B07DR4ZNLF,Y,Smart technology home appliences
A43,kitchen utensil,cera ,kitchen products,,$10.100,Product Dimensions:         26 x 26 x 3 inches ; 10.2 ounces    |Shipping Weight: 6.4 pounds (View shipping rates and policies)|Domestic Shipping: Item can be shipped within U.S.|International Shipping: This item can be shipped to select countries outside of the U.S.  Learn More|Shipping Advisory: This item must be shipped separately from other items in your order.  Additional shipping charges will not apply.|ASIN: B0012EWUK6|Item model number: 90001|    #15    in Dog Agility Tunnels,"Size:8 ft. Chute Product Description Size: 8 ft. Chute. At Pacific Play Tents, we are dedicated to creating the highest quality; most creative play environments available. Each item is painstakingly tested to insure long lasting playtime fun and safe, creative structures designed to last. Our devotion to this is consistently validated through more awards as ""best play value"" and ""toy of the year"". From the Manufacturer 8' Chute and 3' Tunnel, These institutional strength tunnels are made to be durable and easy to use.",6.4 pounds,https://images-na.ssl-images-amazon.com/images/I/31OFz0j98cL.jpg|https://images-na.ssl-images-amazon.com/images/I/61kP0i8owAL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aisSIU1fL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bYg916xIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41k5Ix%2BtMbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41c0rt7HKuL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HwbzjnbyL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Pacific-Play-Tents-90001-Agility/dp/B0012EWUK6,Y,
A44,home decor,candid crafts,Home decoration items,,$159.100,ProductDimensions:2.1x5x12.8inches|ItemWeight:5.6ounces|ShippingWeight:5.6ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B0756J82GW|Itemmodelnumber:FHY90|Manufacturerrecommendedage:36months-7years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Play out babysitting stories with these Barbie that come with themed babysitting supplies. Choose from dolls with different looks and different accessories. Each doll wears a casual outfit with a matching pair of shoes and comes with five additional pieces. Accessories include items like a bottle, cell phone and list, plus a unique food piece (like a pizza, ice cream sundae, coffee drink, bowl of popcorn or bag of pretzels) and a popular child’s toy (like a xylophone, telephone or stackable rings). | 5.6 ounces (View shipping rates and policies)",5.6 ounces,https://images-na.ssl-images-amazon.com/images/I/41NtDcWj7SL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zoEkZm90L.jpg|https://images-na.ssl-images-amazon.com/images/I/51yp76vvWrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QEb8lvOdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lm7ZYBMML.jpg|https://images-na.ssl-images-amazon.com/images/I/41gUjZldJjL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NVB4yvW4L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-Babysitters-Inc-Popcorn-Set/dp/B0756J82GW,Y,Best gaming experience
A45,Mobile Phone,Apple,Electronic device,cutting-edge technology,$12.64,ProductDimensions:4.3x4x1.3inches|ItemWeight:0.32ounces|ShippingWeight:0.32ounces(Viewshippingratesandpolicies)|ASIN:B001IKVO1U|Itemmodelnumber:LOSA99173|Manufacturerrecommendedage:14yearsandup,"0.32 ounces (View shipping rates and policies) | show up to 2 reviews by default Key Features Ride Height Gauge will work with all 1/10- and 1/8-scale vehicles Rugged construction ensures the gauge will not fail or break easily Clear markings make the gauge easy to read and use Overview Losi's Ride Height Gauge will work with all 1/10- and 1/8-scale vehicles. The rugged construction ensures the gauge will not fail or break easily, while clear markings make the gauge easy to read and use.",0.32 ounces,https://images-na.ssl-images-amazon.com/images/I/31aySv2AslL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Team-Losi-Ride-Height-Gauge/dp/B001IKVO1U,Y,Best gaming experience
